Frank-Hertz Experiment		
		
Vr(V)= 1.6		
Cathode Heater Current (mA) = 330		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
9.78	7.82	169.99
9.81	8.20	169.99
9.84	8.31	169.99
9.87	8.65	169.99
9.90	8.91	169.99
9.93	9.16	169.99
9.96	9.49	169.99
9.99	9.42	169.99
10.02	9.99	169.99
10.05	10.33	169.99
10.08	10.59	169.99
10.11	11.01	169.99
10.14	11.62	169.99
10.17	11.84	169.99
10.20	11.85	169.99
10.23	12.40	169.99
10.26	12.82	169.99
10.29	13.02	169.99
10.32	13.41	169.99
10.35	14.15	169.99
10.38	14.24	169.99
10.41	14.76	169.99
10.44	15.24	169.99
10.47	15.66	169.99
10.50	15.99	169.99
10.53	16.47	169.99
10.56	16.71	169.99
10.59	17.42	169.99
10.62	17.66	169.99
10.65	18.20	170.00
10.68	18.47	170.00
10.71	18.92	169.99
10.74	19.27	169.99
10.77	19.84	169.99
10.80	20.25	169.99
10.83	20.46	170.00
10.86	20.72	170.00
10.89	21.20	170.00
10.92	21.36	170.00
10.95	21.58	170.00
10.98	21.64	170.00
11.01	22.01	169.99
11.04	21.97	169.99
11.07	21.90	170.00
11.10	21.76	170.00
11.13	21.63	169.99
11.16	21.42	169.99
11.19	21.28	169.99
11.22	20.78	169.99
11.25	20.26	169.99
11.28	19.97	169.99
11.31	19.21	170.00
11.34	18.84	170.00
11.37	18.18	170.00
11.40	17.67	169.99
11.43	17.00	169.99
11.46	16.15	169.99
11.49	15.66	169.99
11.52	15.05	169.99
11.55	14.28	169.99
11.58	13.70	169.99
11.61	13.34	169.99
11.64	12.66	170.00
11.67	12.02	170.00
11.70	11.67	169.99
11.73	11.00	169.99
11.76	10.64	170.00
11.79	10.28	170.00
11.82	9.75	169.99
11.85	9.44	169.99
11.88	8.82	169.99
11.91	8.73	169.99
11.94	8.27	170.00
11.97	7.98	170.00
12.00	7.63	170.00
12.03	7.53	170.00
12.06	6.89	170.00
12.09	6.95	170.00
12.12	6.42	170.00
12.15	6.29	170.00
12.18	5.97	170.00
12.21	5.96	170.00
12.24	5.40	170.00
12.27	5.34	170.00
12.30	5.21	169.99
12.33	4.66	169.99
12.36	4.67	170.00
12.39	4.54	170.00
12.42	4.28	170.00
12.45	4.28	170.00
12.48	4.06	170.00
12.51	3.77	170.00
12.54	3.67	170.00
12.57	3.43	170.00
12.60	3.54	170.00
12.63	3.25	170.00
12.66	3.16	170.00
12.69	3.03	170.00
12.72	2.99	170.02
12.75	2.80	170.02
12.78	2.88	170.01
12.81	2.75	170.01
12.84	2.76	170.02
12.87	2.63	170.02
12.90	2.67	170.02
12.93	2.63	170.01
12.96	2.71	170.01
12.99	2.55	170.02
13.02	2.85	170.02
13.05	2.59	170.02
13.08	2.81	170.02
13.11	2.75	170.02
13.14	2.97	170.02
13.17	2.96	170.02
13.20	3.09	170.02
13.23	3.13	170.02
13.26	3.26	170.02
13.29	3.38	170.03
13.32	3.49	170.03
13.35	3.57	170.02
13.38	3.72	170.02
13.41	3.76	170.02
13.44	4.05	170.02
13.47	4.05	170.02
13.50	4.32	170.02
13.53	4.46	170.02
13.56	4.67	170.02
13.59	4.91	170.02
13.62	5.19	170.02
13.65	5.21	170.02
13.68	5.36	170.02
13.71	5.72	170.03
13.74	5.83	170.03
13.77	6.16	170.03
13.80	6.39	170.03
13.83	6.74	170.03
13.86	7.06	170.03
13.89	7.46	170.03
13.92	7.63	170.03
13.95	8.23	170.03
13.98	8.33	170.03
14.01	8.56	170.03
14.04	8.86	170.03
14.07	9.34	170.03
14.10	9.53	170.03
14.13	10.03	170.03
14.16	10.36	170.03
14.19	10.75	170.03
14.22	11.28	170.03
14.25	11.61	170.02
14.28	12.09	170.02
14.31	12.48	170.03
14.34	12.74	170.03
14.37	13.24	170.02
14.40	13.59	170.02
14.43	14.27	170.02
14.46	14.75	170.02
14.49	15.09	170.02
14.52	15.47	170.03
14.55	16.22	170.03
14.58	16.88	170.03
14.61	17.16	170.03
14.64	17.68	170.03
14.67	18.35	170.03
14.70	18.88	170.03
14.73	19.43	170.03
14.76	20.06	170.03
14.79	20.53	170.03
14.82	21.18	170.02
14.85	21.69	170.02
14.88	22.42	170.03
14.91	22.96	170.03
14.94	23.55	170.02
14.97	24.49	170.02
15.00	24.91	170.02
15.03	25.71	170.02
15.06	96.01	170.03
15.09	26.78	170.03
15.12	27.75	170.03
15.15	28.46	170.03
15.18	28.98	170.02
15.21	30.14	170.02
15.24	30.82	170.03
15.27	31.43	170.03
15.30	32.38	170.03
15.33	32.88	170.03
15.36	33.99	170.03
15.39	34.81	170.03
15.42	35.36	170.03
15.45	35.95	170.03
15.48	36.91	170.03
15.51	37.27	170.03
15.54	38.38	170.03
15.57	38.72	170.03
15.60	39.36	170.03
15.63	40.09	170.03
15.66	40.62	170.04
15.69	40.93	170.04
15.72	41.30	170.02
15.75	41.55	170.02
15.78	41.69	170.03
15.81	41.89	170.03
15.84	41.90	170.03
15.87	41.73	170.03
15.90	41.46	170.02
15.93	41.12	170.02
15.96	40.70	170.02
15.99	39.84	170.02
16.02	39.34	170.02
16.05	38.21	170.02
16.08	37.41	170.02
16.11	36.49	170.02
16.14	35.37	170.02
16.17	33.93	170.02
16.20	32.69	170.02
16.23	31.46	170.02
16.26	30.01	170.02
16.29	28.72	170.02
16.32	27.41	170.02
16.35	25.92	170.02
16.38	24.81	170.02
16.41	23.54	170.03
16.44	22.26	170.03
16.47	21.05	170.03
16.50	20.23	170.03
16.53	19.10	170.03
16.56	18.29	170.03
16.59	17.19	170.03
16.62	16.35	170.03
16.65	15.24	170.03
16.68	14.55	170.03
16.71	13.94	170.03
16.74	13.41	170.03
16.77	12.58	170.03
16.80	11.82	170.03
16.83	11.50	170.03
16.86	10.76	170.03
16.89	10.17	170.02
16.92	9.69	170.02
16.95	9.03	170.03
16.98	8.75	170.03
17.01	8.32	170.03
17.04	7.75	170.03
17.07	7.46	170.03
17.10	7.03	170.03
17.13	6.56	170.03
17.16	6.30	170.03
17.19	5.95	170.02
17.22	5.65	170.02
17.25	5.37	170.03
17.28	5.16	170.03
17.31	4.96	170.02
17.34	4.64	170.02
17.37	4.50	170.03
17.40	4.31	170.03
17.43	4.12	170.03
17.46	3.85	170.03
17.49	3.81	170.03
17.52	3.42	170.03
17.55	3.60	170.03
17.58	3.38	170.03
17.61	3.48	170.03
17.64	3.39	170.03
17.67	3.44	170.03
17.70	2.39	170.03
17.73	3.30	170.03
17.76	3.24	170.03
17.79	3.47	170.03
17.82	3.61	170.02
17.85	3.42	170.02
17.88	3.72	170.03
17.91	3.60	170.03
17.94	3.93	170.03
17.97	3.94	170.03
18.00	3.61	170.03
18.03	4.09	170.03
18.06	4.29	170.02
18.09	4.63	170.02
18.12	4.64	170.02
18.15	5.09	170.02
18.18	5.33	170.03
18.21	5.50	170.03
18.24	5.96	170.02
18.27	6.01	170.02
18.30	6.61	170.02
18.33	6.82	170.02
18.36	6.98	170.01
18.39	7.42	170.01
18.42	7.58	170.02
18.45	8.10	170.02
18.48	8.30	170.01
18.51	8.78	170.01
18.54	9.25	170.02
18.57	9.66	170.02
18.60	9.95	170.01
18.63	10.65	170.01
18.66	10.96	170.02
18.69	11.62	170.02
18.72	12.04	170.01
18.75	12.37	170.01
18.78	13.04	170.01
18.81	13.74	170.01
18.84	14.28	170.01
18.87	14.80	170.01
18.90	15.26	170.01
18.93	15.95	170.01
18.96	16.46	170.01
18.99	17.15	170.01
19.02	17.74	170.01
19.05	18.34	170.01
19.08	18.89	170.01
19.11	19.63	170.01
19.14	20.44	170.02
19.17	21.10	170.02
19.20	21.54	170.02
19.23	22.50	170.02
19.26	23.44	170.02
19.29	23.94	170.01
19.32	25.02	170.01
19.35	25.12	170.02
19.38	26.71	170.02
19.41	27.01	170.02
19.44	28.15	170.02
19.47	28.73	170.03
19.50	29.98	170.03
19.53	30.43	170.03
19.56	31.79	170.03
19.59	32.42	170.03
19.62	33.57	170.03
19.65	34.34	170.03
19.68	35.22	170.03
19.71	36.30	170.03
19.74	37.29	170.03
19.77	38.30	170.04
19.80	38.89	170.04
19.83	40.48	170.04
19.86	41.33	170.04
19.89	42.49	170.04
19.92	43.61	170.04
19.95	44.67	170.04
19.98	45.67	170.04
20.01	46.85	170.04
