Address:,USB0::0x0957::0x179B::MY54313425::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,0.0559375,-0.281085406430066,-0.00739698437973857,
,,,0.05625,-0.290331636904739,-0.00739698437973857,
,,,0.0565625,-0.300964801950613,-0.00693467285600491,
,,,0.056875,-0.309748720901553,-0.00647236133227125,
,,,0.0571875,-0.319457262899959,-0.00693467285600491,
,,,0.0575,-0.328241181850899,-0.00693467285600491,
,,,0.0578125,-0.337025100801839,-0.00693467285600491,
,,,0.058125,-0.344884396705311,-0.00601004980853759,
,,,0.0584375,-0.351819069561316,-0.00601004980853759,
,,,0.05875,-0.359216053941054,-0.00554773828480393,
,,,0.0590625,-0.365688415273326,-0.00462311523733661,
,,,0.059375,-0.371236153558129,-0.00508542676107027,
,,,0.0596875,-0.376783891842933,-0.00462311523733661,
,,,0.06,-0.38140700708027,-0.00554773828480393,
,,,0.0603125,-0.385567810793873,-0.00416080371360295,
,,,0.060625,-0.389266302983742,-0.00554773828480393,
,,,0.0609375,-0.392040172126144,-0.00416080371360295,
,,,0.06125,-0.394351729744812,-0.00416080371360295,
,,,0.0615625,-0.396200975839747,-0.00416080371360295,
,,,0.061875,-0.397587910410948,-0.00369849218986928,
,,,0.0621875,-0.398050221934682,-0.00462311523733661,
,,,0.0625,-0.398050221934682,-0.00462311523733661,
,,,0.0628125,-0.397125598887214,-0.0023115576186683,
,,,0.063125,-0.396200975839747,-0.00184924609493464,
,,,0.0634375,-0.393889418221079,-0.0023115576186683,
,,,0.06375,-0.391577860602411,-0.00277386914240196,
,,,0.0640625,-0.388803991460009,-0.00184924609493464,
,,,0.064375,-0.384643187746406,-0.00184924609493464,
,,,0.0646875,-0.379557760985335,-0.00277386914240196,
,,,0.065,-0.374472334224265,-0.00369849218986928,
,,,0.0653125,-0.368924595939461,-0.00508542676107027,
,,,0.065625,-0.361989923083456,-0.00462311523733661,
,,,0.0659375,-0.354592938703718,-0.00647236133227125,
,,,0.06625,-0.347195954323979,-0.00601004980853759,
,,,0.0665625,-0.338874346896773,-0.00693467285600491,
,,,0.066875,-0.330090427945834,-0.00693467285600491,
,,,0.0671875,-0.32084419747116,-0.00647236133227125,
,,,0.0675,-0.311135655472754,-0.00647236133227125,
,,,0.0678125,-0.30188942499808,-0.00693467285600491,
,,,0.068125,-0.290793948428473,-0.00739698437973857,
,,,0.0684375,-0.281547717953799,-0.00832160742720589,
,,,0.06875,-0.271376864431659,-0.00832160742720589,
,,,0.0690625,-0.261206010909518,-0.00832160742720589,
,,,0.069375,-0.251497468911111,-0.00832160742720589,
,,,0.0696875,-0.241788926912704,-0.00878391895093955,
,,,0.07,-0.232080384914298,-0.00832160742720589,
,,,0.0703125,-0.222371842915891,-0.00878391895093955,
,,,0.070625,-0.213125612441218,-0.00878391895093955,
,,,0.0709375,-0.204341693490278,-0.00878391895093955,
,,,0.07125,-0.195557774539338,-0.00832160742720589,
,,,0.0715625,-0.187236167112133,-0.00878391895093955,
,,,0.071875,-0.178914559684927,-0.00924623047467321,
