Address:,USB0::0x0957::0x179B::MY54313430::0::INSTR,,Analog Channels,,,,Function Channels,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),,Time (s),M1,
,,,0.0290875,16.4894970194437,12.0429545911029,,0.0290875,4.4465626841411,
,,,0.02925,16.4894970194437,12.0429545911029,,0.02925,4.4465626841411,
,,,0.0294125,16.4894970194437,12.0385324805975,,0.0294125,4.45078143430874,
,,,0.029575,16.4894970194437,12.0385324805975,,0.029575,4.45078143430874,
,,,0.0297375,16.4894970194437,12.0341103700921,,0.0297375,4.45500018447638,
,,,0.0299,16.4894970194437,12.0341103700921,,0.0299,4.45500018447638,
,,,0.0300625,16.4837181251496,12.0341103700921,,0.0300625,4.44937518425286,
,,,0.030225,16.4894970194437,12.0341103700921,,0.030225,4.45500018447638,
,,,0.0303875,16.4837181251496,12.0341103700921,,0.0303875,4.44937518425286,
,,,0.03055,16.4779392308556,12.0296882595867,,0.03055,4.44796893419698,
,,,0.0307125,16.4721603365615,12.0296882595867,,0.0307125,4.44234393397346,
,,,0.030875,16.4779392308556,12.0296882595867,,0.030875,4.44796893419698,
,,,0.0310375,16.4721603365615,12.0252661490813,,0.0310375,4.4465626841411,
,,,0.0312,16.4721603365615,12.0252661490813,,0.0312,4.4465626841411,
,,,0.0313625,16.4663814422674,12.0208440385759,,0.0313625,4.44515643408522,
,,,0.031525,16.4663814422674,12.0164219280705,,0.031525,4.44937518425286,
,,,0.0316875,16.4663814422674,12.0164219280705,,0.0316875,4.44937518425286,
,,,0.03185,16.4663814422674,12.0075777070597,,0.03185,4.45781268458813,
,,,0.0320125,16.4606025479734,12.0075777070597,,0.0320125,4.45218768436462,
,,,0.032175,16.4606025479734,12.0031555965543,,0.032175,4.45640643453225,
,,,0.0323375,16.4548236536793,11.9987334860489,,0.0323375,4.45500018447638,
,,,0.0325,16.4548236536793,11.9943113755435,,0.0325,4.46062518469989,
,,,0.0326625,16.4490447593853,11.9943113755435,,0.0326625,4.4535939344205,
,,,0.032825,16.4490447593853,11.9898892650381,,0.032825,4.45921893464401,
,,,0.0329875,16.4432658650912,11.9810450440273,,0.0329875,4.46203143475577,
,,,0.03315,16.4432658650912,11.9810450440273,,0.03315,4.46203143475577,
,,,0.0333125,16.4374869707972,11.9766229335219,,0.0333125,4.46062518469989,
,,,0.033475,16.4374869707972,11.9766229335219,,0.033475,4.46062518469989,
,,,0.0336375,16.4317080765031,11.9722008230165,,0.0336375,4.45921893464401,
,,,0.0338,16.4374869707972,11.9722008230165,,0.0338,4.46484393486753,
,,,0.0339625,16.4317080765031,11.9722008230165,,0.0339625,4.45921893464401,
,,,0.034125,16.4317080765031,11.9677787125111,,0.034125,4.46343768481165,
,,,0.0342875,16.4259291822091,11.9677787125111,,0.0342875,4.45781268458813,
,,,0.03445,16.4259291822091,11.9677787125111,,0.03445,4.45781268458813,
,,,0.0346125,16.4259291822091,11.9633566020057,,0.0346125,4.46203143475577,
,,,0.034775,16.420150287915,11.9633566020057,,0.034775,4.45640643453225,
,,,0.0349375,16.420150287915,11.9633566020057,,0.0349375,4.45640643453225,
,,,0.0351,16.420150287915,11.9633566020057,,0.0351,4.45640643453225,
,,,0.0352625,16.420150287915,11.9633566020057,,0.0352625,4.45640643453225,
,,,0.035425,16.414371393621,11.9589344915003,,0.035425,4.45500018447638,
,,,0.0355875,16.414371393621,11.9589344915003,,0.0355875,4.45500018447638,
,,,0.03575,16.414371393621,11.9545123809949,,0.03575,4.45921893464401,
,,,0.0359125,16.414371393621,11.9545123809949,,0.0359125,4.45921893464401,
,,,0.036075,16.414371393621,11.9500902704895,,0.036075,4.46343768481165,
,,,0.0362375,16.414371393621,11.9456681599841,,0.0362375,4.46765643497929,
,,,0.0364,16.4085924993269,11.9412460494787,,0.0364,4.46625018492341,
,,,0.0365625,16.4085924993269,11.9412460494787,,0.0365625,4.46625018492341,
,,,0.036725,16.4085924993269,11.9368239389732,,0.036725,4.47187518514693,
,,,0.0368875,16.4085924993269,11.9324018284678,,0.0368875,4.47609393531457,
,,,0.03705,16.4085924993269,11.9279797179624,,0.03705,4.4803126854822,
,,,0.0372125,16.4085924993269,11.923557607457,,0.0372125,4.48453143564984,
,,,0.037375,16.4085924993269,11.9191354969516,,0.037375,4.48875018581748,
,,,0.0375375,16.4028136050329,11.9191354969516,,0.0375375,4.48312518559396,
,,,0.0377,16.4028136050329,11.9147133864462,,0.0377,4.4873439357616,
,,,0.0378625,16.4028136050329,11.9102912759408,,0.0378625,4.49156268592924,
,,,0.038025,16.3970347107388,11.9058691654354,,0.038025,4.49015643587336,
,,,0.0381875,16.3970347107388,11.9058691654354,,0.0381875,4.49015643587336,
,,,0.03835,16.3970347107388,11.90144705493,,0.03835,4.494375186041,
,,,0.0385125,16.3912558164448,11.90144705493,,0.0385125,4.48875018581748,
,,,0.038675,16.3854769221507,11.8970249444246,,0.038675,4.4873439357616,
,,,0.0388375,16.3854769221507,11.8970249444246,,0.0388375,4.4873439357616,
,,,0.039,16.3796980278566,11.8970249444246,,0.039,4.48171893553808,
,,,0.0391625,16.3796980278566,11.8926028339192,,0.0391625,4.48593768570572,
,,,0.039325,16.3796980278566,11.8926028339192,,0.039325,4.48593768570572,
,,,0.0394875,16.3739191335626,11.8926028339192,,0.0394875,4.4803126854822,
,,,0.03965,16.3681402392685,11.8881807234138,,0.03965,4.47890643542632,
,,,0.0398125,16.3681402392685,11.8881807234138,,0.0398125,4.47890643542632,
,,,0.039975,16.3623613449745,11.8837586129084,,0.039975,4.47750018537045,
,,,0.0401375,16.3565824506804,11.879336502403,,0.0401375,4.47609393531457,
,,,0.0403,16.3508035563864,11.8749143918976,,0.0403,4.47468768525869,
,,,0.0404625,16.3508035563864,11.8749143918976,,0.0404625,4.47468768525869,
,,,0.040625,16.3450246620923,11.8704922813922,,0.040625,4.47468768525869,
,,,0.0407875,16.3450246620923,11.8660701708868,,0.0407875,4.47890643542632,
,,,0.04095,16.3392457677983,11.8616480603814,,0.04095,4.47750018537045,
,,,0.0411125,16.3392457677983,11.8528038393706,,0.0411125,4.48593768570572,
,,,0.041275,16.3392457677983,11.8528038393706,,0.041275,4.48593768570572,
,,,0.0414375,16.3392457677983,11.8483817288652,,0.0414375,4.49015643587336,
,,,0.0416,16.3334668735042,11.8395375078544,,0.0416,4.49296893598512,
,,,0.0417625,16.3334668735042,11.835115397349,,0.0417625,4.49718768615276,
,,,0.041925,16.3276879792102,11.835115397349,,0.041925,4.49156268592924,
,,,0.0420875,16.3276879792102,11.8306932868436,,0.0420875,4.49578143609688,
,,,0.04225,16.3276879792102,11.8262711763382,,0.04225,4.50140643632039,
,,,0.0424125,16.3219090849161,11.8262711763382,,0.0424125,4.49578143609688,
,,,0.042575,16.3219090849161,11.8262711763382,,0.042575,4.49578143609688,
,,,0.0427375,16.3219090849161,11.8218490658328,,0.0427375,4.50000018626451,
,,,0.0429,16.3219090849161,11.8218490658328,,0.0429,4.50000018626451,
,,,0.0430625,16.3161301906221,11.8174269553274,,0.0430625,4.49859393620864,
,,,0.043225,16.3161301906221,11.8174269553274,,0.043225,4.49859393620864,
,,,0.0433875,16.3161301906221,11.813004844822,,0.0433875,4.50281268637627,
,,,0.04355,16.3161301906221,11.8085827343166,,0.04355,4.50703143654391,
,,,0.0437125,16.3161301906221,11.8085827343166,,0.0437125,4.50703143654391,
,,,0.043875,16.310351296328,11.8041606238112,,0.043875,4.50562518648803,
,,,0.0440375,16.310351296328,11.7953164028004,,0.0440375,4.51406268682331,
,,,0.0442,16.310351296328,11.790894292295,,0.0442,4.51828143699095,
,,,0.0443625,16.304572402034,11.7864721817896,,0.0443625,4.51687518693507,
,,,0.044525,16.304572402034,11.7820500712842,,0.044525,4.52250018715858,
,,,0.0446875,16.2987935077399,11.7776279607788,,0.0446875,4.52109393710271,
,,,0.04485,16.2930146134458,11.7732058502734,,0.04485,4.51968768704683,
,,,0.0450125,16.2930146134458,11.768783739768,,0.0450125,4.52390643721446,
,,,0.045175,16.2930146134458,11.768783739768,,0.045175,4.52390643721446,
,,,0.0453375,16.2872357191518,11.7643616292626,,0.0453375,4.52250018715858,
,,,0.0455,16.2872357191518,11.7599395187572,,0.0455,4.52671893732622,
,,,0.0456625,16.2814568248577,11.7599395187572,,0.0456625,4.52109393710271,
,,,0.045825,16.2756779305637,11.7555174082518,,0.045825,4.51968768704683,
,,,0.0459875,16.2698990362696,11.7555174082518,,0.0459875,4.51406268682331,
,,,0.04615,16.2641201419756,11.7555174082518,,0.04615,4.50843768659979,
,,,0.0463125,16.2641201419756,11.7510952977464,,0.0463125,4.51265643676743,
,,,0.046475,16.2583412476815,11.7510952977464,,0.046475,4.50703143654391,
,,,0.0466375,16.2525623533875,11.7510952977464,,0.0466375,4.50140643632039,
,,,0.0468,16.2467834590934,11.746673187241,,0.0468,4.50000018626451,
,,,0.0469625,16.2467834590934,11.746673187241,,0.0469625,4.50000018626451,
,,,0.047125,16.2410045647994,11.7422510767356,,0.047125,4.49859393620864,
,,,0.0472875,16.2410045647994,11.7378289662302,,0.0472875,4.50281268637627,
,,,0.04745,16.2352256705053,11.7334068557248,,0.04745,4.50140643632039,
,,,0.0476125,16.2352256705053,11.7289847452193,,0.0476125,4.50562518648803,
,,,0.047775,16.2352256705053,11.7289847452193,,0.047775,4.50562518648803,
,,,0.0479375,16.2294467762113,11.7201405242085,,0.0479375,4.50843768659979,
,,,0.0481,16.2294467762113,11.7157184137031,,0.0481,4.51265643676743,
,,,0.0482625,16.2294467762113,11.7112963031977,,0.0482625,4.51828143699095,
,,,0.048425,16.2294467762113,11.7068741926923,,0.048425,4.52250018715858,
,,,0.0485875,16.2236678819172,11.7024520821869,,0.0485875,4.52109393710271,
,,,0.04875,16.2236678819172,11.6980299716815,,0.04875,4.52531268727034,
,,,0.0489125,16.2178889876232,11.6936078611761,,0.0489125,4.52390643721446,
,,,0.049075,16.2178889876232,11.6891857506707,,0.049075,4.5281251873821,
,,,0.0492375,16.2121100933291,11.6891857506707,,0.0492375,4.52250018715858,
,,,0.0494,16.2121100933291,11.6847636401653,,0.0494,4.52671893732622,
,,,0.0495625,16.206331199035,11.6847636401653,,0.0495625,4.52109393710271,
,,,0.049725,16.206331199035,11.6847636401653,,0.049725,4.52109393710271,
,,,0.0498875,16.206331199035,11.6803415296599,,0.0498875,4.52531268727034,
,,,0.05005,16.1947734104469,11.6803415296599,,0.05005,4.51406268682331,
,,,0.0502125,16.1947734104469,11.6803415296599,,0.0502125,4.51406268682331,
,,,0.050375,16.1832156218588,11.6759194191545,,0.050375,4.50703143654391,
,,,0.0505375,16.1832156218588,11.6759194191545,,0.0505375,4.50703143654391,
,,,0.0507,16.1832156218588,11.6714973086491,,0.0507,4.51125018671155,
,,,0.0508625,16.1716578332707,11.6714973086491,,0.0508625,4.50000018626451,
,,,0.051025,16.1716578332707,11.6670751981437,,0.051025,4.50421893643215,
,,,0.0511875,16.1716578332707,11.6626530876383,,0.0511875,4.50843768659979,
,,,0.05135,16.1601000446826,11.6582309771329,,0.05135,4.50140643632039,
,,,0.0515125,16.1601000446826,11.6582309771329,,0.0515125,4.50140643632039,
,,,0.051675,16.1543211503886,11.6449646456167,,0.051675,4.50843768659979,
,,,0.0518375,16.1543211503886,11.6405425351113,,0.0518375,4.51265643676743,
,,,0.052,16.1485422560945,11.6405425351113,,0.052,4.50703143654391,
,,,0.0521625,16.1485422560945,11.6316983141005,,0.0521625,4.51687518693507,
,,,0.052325,16.1427633618005,11.6316983141005,,0.052325,4.50984393665567,
,,,0.0524875,16.1427633618005,11.6272762035951,,0.0524875,4.51546893687919,
,,,0.05265,16.1427633618005,11.6228540930897,,0.05265,4.51968768704683,
,,,0.0528125,16.1369844675064,11.6184319825843,,0.0528125,4.51828143699095,
,,,0.052975,16.1369844675064,11.6184319825843,,0.052975,4.51828143699095,
,,,0.0531375,16.1369844675064,11.6140098720789,,0.0531375,4.52250018715858,
,,,0.0533,16.1312055732124,11.6140098720789,,0.0533,4.51687518693507,
,,,0.0534625,16.1312055732124,11.6095877615735,,0.0534625,4.52109393710271,
,,,0.053625,16.1312055732124,11.6095877615735,,0.053625,4.52109393710271,
,,,0.0537875,16.1312055732124,11.6095877615735,,0.0537875,4.52109393710271,
,,,0.05395,16.1254266789183,11.6051656510681,,0.05395,4.51968768704683,
,,,0.0541125,16.1254266789183,11.6007435405627,,0.0541125,4.52390643721446,
,,,0.054275,16.1196477846242,11.6007435405627,,0.054275,4.51828143699095,
,,,0.0544375,16.1138688903302,11.5963214300573,,0.0544375,4.51687518693507,
,,,0.0546,16.1138688903302,11.5918993195519,,0.0546,4.52109393710271,
,,,0.0547625,16.1080899960361,11.5874772090465,,0.0547625,4.51968768704683,
,,,0.054925,16.1023111017421,11.5786329880357,,0.054925,4.52250018715858,
,,,0.0550875,16.1023111017421,11.5786329880357,,0.0550875,4.52250018715858,
,,,0.05525,16.096532207448,11.5697887670249,,0.05525,4.52671893732622,
,,,0.0554125,16.090753313154,11.5697887670249,,0.0554125,4.52109393710271,
,,,0.055575,16.0849744188599,11.5653666565195,,0.055575,4.51968768704683,
,,,0.0557375,16.0849744188599,11.5565224355087,,0.0557375,4.5281251873821,
,,,0.0559,16.0791955245659,11.5521003250033,,0.0559,4.52671893732622,
,,,0.0560625,16.0676377359778,11.5476782144979,,0.0560625,4.51968768704683,
,,,0.056225,16.0676377359778,11.5476782144979,,0.056225,4.51968768704683,
,,,0.0563875,16.0676377359778,11.5432561039925,,0.0563875,4.52390643721446,
,,,0.05655,16.0560799473897,11.5432561039925,,0.05655,4.51265643676743,
,,,0.0567125,16.0618588416837,11.5388339934871,,0.0567125,4.52250018715858,
,,,0.056875,16.0503010530956,11.5344118829817,,0.056875,4.51546893687919,
,,,0.0570375,16.0503010530956,11.5344118829817,,0.0570375,4.51546893687919,
,,,0.0572,16.0503010530956,11.5344118829817,,0.0572,4.51546893687919,
,,,0.0573625,16.0445221588016,11.5299897724763,,0.0573625,4.51406268682331,
,,,0.057525,16.0445221588016,11.5255676619709,,0.057525,4.51828143699095,
,,,0.0576875,16.0445221588016,11.5211455514655,,0.0576875,4.52250018715858,
,,,0.05785,16.0387432645075,11.5211455514655,,0.05785,4.51687518693507,
,,,0.0580125,16.0387432645075,11.5123013304546,,0.0580125,4.52531268727034,
,,,0.058175,16.0387432645075,11.5078792199492,,0.058175,4.53093768749386,
,,,0.0583375,16.0329643702134,11.5034571094438,,0.0583375,4.52953143743798,
,,,0.0585,16.0329643702134,11.5034571094438,,0.0585,4.52953143743798,
,,,0.0586625,16.0329643702134,11.494612888433,,0.0586625,4.53796893777326,
,,,0.058825,16.0271854759194,11.4901907779276,,0.058825,4.53656268771738,
,,,0.0589875,16.0271854759194,11.4857686674222,,0.0589875,4.54078143788502,
,,,0.05915,16.0214065816253,11.4813465569168,,0.05915,4.53937518782914,
,,,0.0593125,16.0156276873313,11.4769244464114,,0.0593125,4.53796893777326,
,,,0.059475,16.0156276873313,11.4769244464114,,0.059475,4.53796893777326,
,,,0.0596375,16.0098487930372,11.472502335906,,0.0596375,4.53656268771738,
,,,0.0598,16.0098487930372,11.472502335906,,0.0598,4.53656268771738,
,,,0.0599625,15.9982910044491,11.4680802254006,,0.0599625,4.52953143743798,
,,,0.060125,15.9925121101551,11.4680802254006,,0.060125,4.52390643721446,
,,,0.0602875,15.986733215861,11.4636581148952,,0.0602875,4.52250018715858,
,,,0.06045,15.980954321567,11.4636581148952,,0.06045,4.51687518693507,
,,,0.0606125,15.980954321567,11.4592360043898,,0.0606125,4.52109393710271,
,,,0.060775,15.9751754272729,11.4548138938844,,0.060775,4.51968768704683,
,,,0.0609375,15.9693965329789,11.450391783379,,0.0609375,4.51828143699095,
,,,0.0611,15.9693965329789,11.4459696728736,,0.0611,4.52250018715858,
,,,0.0612625,15.9636176386848,11.4371254518628,,0.0612625,4.52531268727034,
,,,0.061425,15.9636176386848,11.4327033413574,,0.061425,4.53093768749386,
,,,0.0615875,15.9578387443908,11.428281230852,,0.0615875,4.52953143743798,
,,,0.06175,15.9578387443908,11.4238591203466,,0.06175,4.53375018760562,
,,,0.0619125,15.9520598500967,11.4194370098412,,0.0619125,4.53234393754974,
,,,0.062075,15.9520598500967,11.4150148993358,,0.062075,4.53656268771738,
,,,0.0622375,15.9520598500967,11.4105927888304,,0.0622375,4.54078143788502,
,,,0.0624,15.9462809558026,11.406170678325,,0.0624,4.53937518782914,
,,,0.0625625,15.9462809558026,11.4017485678196,,0.0625625,4.54359393799677,
,,,0.062725,15.9462809558026,11.4017485678196,,0.062725,4.54359393799677,
,,,0.0628875,15.9405020615086,11.3973264573142,,0.0628875,4.5421876879409,
,,,0.06305,15.9405020615086,11.3973264573142,,0.06305,4.5421876879409,
,,,0.0632125,15.9347231672145,11.3973264573142,,0.0632125,4.53656268771738,
,,,0.063375,15.9347231672145,11.3929043468088,,0.063375,4.54078143788502,
,,,0.0635375,15.9347231672145,11.3929043468088,,0.0635375,4.54078143788502,
,,,0.0637,15.9231653786264,11.3884822363034,,0.0637,4.53375018760562,
,,,0.0638625,15.9231653786264,11.384060125798,,0.0638625,4.53796893777326,
,,,0.064025,15.9173864843324,11.3796380152926,,0.064025,4.53656268771738,
,,,0.0641875,15.9116075900383,11.3752159047872,,0.0641875,4.5351564376615,
,,,0.06435,15.9116075900383,11.3707937942818,,0.06435,4.54078143788502,
,,,0.0645125,15.9058286957443,11.3663716837764,,0.0645125,4.53937518782914,
,,,0.064675,15.9000498014502,11.361949573271,,0.064675,4.53796893777326,
,,,0.0648375,15.8942709071562,11.3575274627656,,0.0648375,4.53656268771738,
,,,0.065,15.8827131185681,11.3486832417548,,0.065,4.53375018760562,
,,,0.0651625,15.8827131185681,11.3442611312494,,0.0651625,4.53796893777326,
,,,0.065325,15.8827131185681,11.3442611312494,,0.065325,4.53796893777326,
,,,0.0654875,15.876934224274,11.339839020744,,0.0654875,4.53656268771738,
,,,0.06565,15.87115532998,11.3354169102386,,0.06565,4.5351564376615,
,,,0.0658125,15.87115532998,11.3354169102386,,0.0658125,4.5351564376615,
,,,0.065975,15.8653764356859,11.3309947997332,,0.065975,4.53375018760562,
,,,0.0661375,15.8653764356859,11.3309947997332,,0.0661375,4.53375018760562,
,,,0.0663,15.8595975413918,11.3265726892278,,0.0663,4.53234393754974,
,,,0.0664625,15.8595975413918,11.3265726892278,,0.0664625,4.53234393754974,
,,,0.066625,15.8595975413918,11.3265726892278,,0.066625,4.53234393754974,
,,,0.0667875,15.8538186470978,11.3221505787224,,0.0667875,4.53093768749386,
,,,0.06695,15.8538186470978,11.317728468217,,0.06695,4.5351564376615,
,,,0.0671125,15.8538186470978,11.317728468217,,0.0671125,4.5351564376615,
,,,0.067275,15.8538186470978,11.3133063577116,,0.067275,4.53937518782914,
,,,0.0674375,15.8480397528037,11.3088842472062,,0.0674375,4.53796893777326,
,,,0.0676,15.8480397528037,11.3044621367007,,0.0676,4.54359393799677,
,,,0.0677625,15.8422608585097,11.3000400261953,,0.0677625,4.5421876879409,
,,,0.067925,15.8422608585097,11.2911958051845,,0.067925,4.55062518827617,
,,,0.0680875,15.8364819642156,11.2911958051845,,0.0680875,4.54500018805265,
,,,0.06825,15.8364819642156,11.2867736946791,,0.06825,4.54921893822029,
,,,0.0684125,15.8307030699216,11.2779294736683,,0.0684125,4.55203143833205,
,,,0.068575,15.8249241756275,11.2735073631629,,0.068575,4.55062518827617,
,,,0.0687375,15.8191452813335,11.2735073631629,,0.0687375,4.54500018805265,
,,,0.0689,15.8191452813335,11.2690852526575,,0.0689,4.54921893822029,
,,,0.0690625,15.8075874927454,11.2646631421521,,0.0690625,4.5421876879409,
,,,0.069225,15.8018085984513,11.2646631421521,,0.069225,4.53656268771738,
,,,0.0693875,15.8018085984513,11.2602410316467,,0.0693875,4.54078143788502,
,,,0.06955,15.7902508098632,11.2602410316467,,0.06955,4.52953143743798,
,,,0.0697125,15.7902508098632,11.2558189211413,,0.0697125,4.53375018760562,
,,,0.069875,15.7844719155692,11.2558189211413,,0.069875,4.5281251873821,
,,,0.0700375,15.7844719155692,11.2513968106359,,0.0700375,4.53234393754974,
,,,0.0702,15.7786930212751,11.2513968106359,,0.0702,4.52671893732622,
,,,0.0703625,15.772914126981,11.2469747001305,,0.0703625,4.52531268727034,
,,,0.070525,15.772914126981,11.2469747001305,,0.070525,4.52531268727034,
,,,0.0706875,15.772914126981,11.2425525896251,,0.0706875,4.52953143743798,
,,,0.07085,15.767135232687,11.2381304791197,,0.07085,4.5281251873821,
,,,0.0710125,15.767135232687,11.2337083686143,,0.0710125,4.53234393754974,
,,,0.071175,15.7613563383929,11.2292862581089,,0.071175,4.53093768749386,
,,,0.0713375,15.7613563383929,11.2248641476035,,0.0713375,4.53656268771738,
,,,0.0715,15.7613563383929,11.2160199265927,,0.0715,4.54500018805265,
,,,0.0716625,15.7613563383929,11.2071757055819,,0.0716625,4.55343768838793,
,,,0.071825,15.7555774440989,11.2027535950765,,0.071825,4.55203143833205,
,,,0.0719875,15.7555774440989,11.2027535950765,,0.0719875,4.55203143833205,
,,,0.07215,15.7497985498048,11.1983314845711,,0.07215,4.55062518827617,
,,,0.0723125,15.7440196555108,11.1939093740657,,0.0723125,4.54921893822029,
,,,0.072475,15.7382407612167,11.1894872635603,,0.072475,4.54781268816441,
,,,0.0726375,15.7382407612167,11.1894872635603,,0.0726375,4.54781268816441,
,,,0.0728,15.7324618669227,11.1850651530549,,0.0728,4.54640643810853,
,,,0.0729625,15.7324618669227,11.1850651530549,,0.0729625,4.54640643810853,
,,,0.073125,15.7266829726286,11.1806430425495,,0.073125,4.54500018805265,
,,,0.0732875,15.7209040783346,11.1806430425495,,0.0732875,4.53937518782914,
,,,0.07345,15.7151251840405,11.1762209320441,,0.07345,4.53796893777326,
,,,0.0736125,15.7093462897465,11.1717988215387,,0.0736125,4.53656268771738,
,,,0.073775,15.7035673954524,11.1673767110333,,0.073775,4.5351564376615,
,,,0.0739375,15.6977885011584,11.1629546005279,,0.0739375,4.53375018760562,
,,,0.0741,15.6977885011584,11.1585324900225,,0.0741,4.53937518782914,
,,,0.0742625,15.6920096068643,11.1541103795171,,0.0742625,4.53796893777326,
,,,0.074425,15.6862307125703,11.1408440480009,,0.074425,4.54500018805265,
,,,0.0745875,15.6862307125703,11.1408440480009,,0.0745875,4.54500018805265,
,,,0.07475,15.6804518182762,11.1364219374955,,0.07475,4.54359393799677,
,,,0.0749125,15.6804518182762,11.1319998269901,,0.0749125,4.54781268816441,
,,,0.075075,15.6746729239821,11.1275777164847,,0.075075,4.54640643810853,
,,,0.0752375,15.6746729239821,11.1275777164847,,0.0752375,4.54640643810853,
,,,0.0754,15.6688940296881,11.1231556059793,,0.0754,4.54500018805265,
,,,0.0755625,15.6688940296881,11.1231556059793,,0.0755625,4.54500018805265,
,,,0.075725,15.6688940296881,11.1187334954739,,0.075725,4.54921893822029,
,,,0.0758875,15.663115135394,11.1187334954739,,0.0758875,4.54359393799677,
,,,0.07605,15.663115135394,11.1143113849685,,0.07605,4.54781268816441,
,,,0.0762125,15.6573362411,11.1143113849685,,0.0762125,4.5421876879409,
,,,0.076375,15.6573362411,11.1143113849685,,0.076375,4.5421876879409,
,,,0.0765375,15.6515573468059,11.1098892744631,,0.0765375,4.54078143788502,
,,,0.0767,15.6457784525119,11.1098892744631,,0.0767,4.5351564376615,
,,,0.0768625,15.6399995582178,11.1054671639577,,0.0768625,4.53375018760562,
,,,0.077025,15.6342206639238,11.1010450534523,,0.077025,4.53234393754974,
,,,0.0771875,15.6284417696297,11.0966229429469,,0.0771875,4.53093768749386,
,,,0.07735,15.6226628753357,11.0922008324414,,0.07735,4.52953143743798,
,,,0.0775125,15.6168839810416,11.087778721936,,0.0775125,4.5281251873821,
,,,0.077675,15.6168839810416,11.0789345009252,,0.077675,4.53796893777326,
,,,0.0778375,15.6111050867476,11.0745123904198,,0.0778375,4.53656268771738,
,,,0.078,15.6053261924535,11.065668169409,,0.078,4.53937518782914,
,,,0.0781625,15.5995472981595,11.0612460589036,,0.0781625,4.53796893777326,
,,,0.078325,15.5937684038654,11.0568239483982,,0.078325,4.53656268771738,
,,,0.0784875,15.5937684038654,11.0568239483982,,0.0784875,4.53656268771738,
,,,0.07865,15.5879895095713,11.0524018378928,,0.07865,4.5351564376615,
,,,0.0788125,15.5879895095713,11.0479797273874,,0.0788125,4.53937518782914,
,,,0.078975,15.5822106152773,11.043557616882,,0.078975,4.53796893777326,
,,,0.0791375,15.5822106152773,11.043557616882,,0.0791375,4.53796893777326,
,,,0.0793,15.5764317209832,11.043557616882,,0.0793,4.53234393754974,
,,,0.0794625,15.5764317209832,11.0391355063766,,0.0794625,4.53656268771738,
,,,0.079625,15.5764317209832,11.0347133958712,,0.079625,4.54078143788502,
,,,0.0797875,15.5706528266892,11.0347133958712,,0.0797875,4.5351564376615,
,,,0.07995,15.5648739323951,11.0258691748604,,0.07995,4.53796893777326,
,,,0.0801125,15.5648739323951,11.0302912853658,,0.0801125,4.53375018760562,
,,,0.080275,15.5590950381011,11.0170249538496,,0.080275,4.5421876879409,
,,,0.0804375,15.553316143807,11.0170249538496,,0.0804375,4.5351564376615,
,,,0.0806,15.553316143807,11.0081807328388,,0.0806,4.54500018805265,
,,,0.0807625,15.547537249513,11.0037586223334,,0.0807625,4.54359393799677,
,,,0.080925,15.5417583552189,11.0037586223334,,0.080925,4.53796893777326,
,,,0.0810875,15.5359794609249,10.9949144013226,,0.0810875,4.54078143788502,
,,,0.08125,15.5302005666308,10.9904922908172,,0.08125,4.53937518782914,
,,,0.0814125,15.5244216723368,10.9860701803118,,0.0814125,4.53796893777326,
,,,0.081575,15.5186427780427,10.9860701803118,,0.081575,4.53234393754974,
,,,0.0817375,15.5070849894546,10.9816480698064,,0.0817375,4.52531268727034,
,,,0.0819,15.5070849894546,10.977225959301,,0.0819,4.52953143743798,
,,,0.0820625,15.5013060951605,10.977225959301,,0.0820625,4.52390643721446,
,,,0.082225,15.5013060951605,10.977225959301,,0.082225,4.52390643721446,
,,,0.0823875,15.4955272008665,10.9728038487956,,0.0823875,4.52250018715858,
,,,0.08255,15.4897483065724,10.9728038487956,,0.08255,4.51687518693507,
,,,0.0827125,15.4897483065724,10.9683817382902,,0.0827125,4.52109393710271,
,,,0.082875,15.4897483065724,10.9683817382902,,0.082875,4.52109393710271,
,,,0.0830375,15.4897483065724,10.9639596277848,,0.0830375,4.52531268727034,
,,,0.0832,15.4839694122784,10.9595375172794,,0.0832,4.52390643721446,
,,,0.0833625,15.4839694122784,10.955115406774,,0.0833625,4.5281251873821,
,,,0.083525,15.4781905179843,10.9506932962686,,0.083525,4.52671893732622,
,,,0.0836875,15.4781905179843,10.9418490752578,,0.0836875,4.5351564376615,
,,,0.08385,15.4724116236903,10.9374269647524,,0.08385,4.53375018760562,
,,,0.0840125,15.4724116236903,10.933004854247,,0.0840125,4.53937518782914,
,,,0.084175,15.4724116236903,10.9241606332362,,0.084175,4.54781268816441,
,,,0.0843375,15.4608538351022,10.9241606332362,,0.0843375,4.53656268771738,
,,,0.0845,15.4608538351022,10.9153164122254,,0.0845,4.54500018805265,
,,,0.0846625,15.4550749408081,10.9153164122254,,0.0846625,4.53937518782914,
,,,0.084825,15.4492960465141,10.91089430172,,0.084825,4.53796893777326,
,,,0.0849875,15.44351715222,10.9064721912146,,0.0849875,4.53656268771738,
,,,0.08515,15.437738257926,10.9064721912146,,0.08515,4.53093768749386,
,,,0.0853125,15.4319593636319,10.9020500807092,,0.0853125,4.52953143743798,
,,,0.085475,15.4261804693379,10.9020500807092,,0.085475,4.52390643721446,
,,,0.0856375,15.4204015750438,10.8976279702038,,0.0856375,4.52250018715858,
