Address:,USB0::0x0957::0x179B::MY59127617::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0124479168675,0.434170799329877,0.066846746369265,
,,,-0.012395833535,0.427135624340735,0.0882035300601274,
,,,-0.0123437502025,0.420100449351594,0.131771368789487,
,,,-0.01229166687,0.412562761863228,0.201821619295515,
,,,-0.0122395835375,0.405025074374862,0.31116835179273,
,,,-0.012187500205,0.395979849388823,0.550364329130389,
,,,-0.0121354168725,0.387939649401233,0.884384426055476,
,,,-0.01208333354,0.379396936914418,1.04925879614893,
,,,-0.0120312502075,0.370351711928379,0.802374376682565,
,,,-0.011979166875,0.362311511940788,0.388052773079835,
,,,-0.0119270835425,0.353266286954749,0.0993090575793758,
,,,-0.01187500021,0.34422106196871,-0.0407914434326813,
,,,-0.0118229168775,0.335175836982671,-0.108278879895806,
,,,-0.011770833545,0.326130611996632,-0.173203502316028,
,,,-0.0117187502125,0.317085387010593,-0.189434657921083,
,,,-0.01166666688,0.308542674523778,-0.198831642745063,
,,,-0.0116145835475,0.299497449537739,-0.190288929268718,
,,,-0.011562500215,0.2904522245517,-0.209937170264311,
,,,-0.0115104168825,0.281406999565661,-0.191143200616352,
,,,-0.01145833355,0.271859262080397,-0.196268828702159,
,,,-0.0114062502175,0.263316549593583,-0.191143200616352,
,,,-0.011354166885,0.254271324607544,-0.171494959620759,
,,,-0.0113020835525,0.245728612120729,-0.172349230968393,
,,,-0.01125000022,0.236180874635465,-0.161243703449145,
,,,-0.0111979168875,0.227135649649426,-0.178329130401835,
,,,-0.011145833555,0.218090424663387,-0.16978641692549,
,,,-0.0110937502225,0.209547712176573,-0.142449733801186,
,,,-0.01104166689,0.199999974691309,-0.14501254784409,
,,,-0.0109895835575,0.191959774703719,-0.11084169393871,
,,,-0.010937500225,0.18291454971768,-0.112550236633979,
,,,-0.0108854168925,0.173869324731641,-0.124510035500862,
,,,-0.01083333356,0.165326612244826,-0.115967322024517,
,,,-0.0107812502275,0.156783899758011,-0.11084169393871,
,,,-0.010729166895,0.147738674771972,-0.11084169393871,
,,,-0.0106770835625,0.139195962285157,-0.0723994832951576,
,,,-0.01062500023,0.131155762297567,-0.0929019956383854,
,,,-0.0105729168975,0.122613049810752,-0.0843592821620405,
,,,-0.010520833565,0.113567824824713,-0.0911934529431164,
,,,-0.0104687502325,0.105527624837123,-0.0860678248573095,
,,,-0.0104166669,0.0964823998510838,-0.0561683276901022,
,,,-0.0103645835675,0.0884421998634934,-0.0758165686856955,
,,,-0.010312500235,0.0804019998759031,-0.0741080259904265,
,,,-0.0102604169025,0.0718592873890884,-0.0758165686856955,
,,,-0.01020833357,0.0633165749022737,-0.0604396844282746,
,,,-0.0101562502375,0.054773862415459,-0.0630024984711781,
,,,-0.010104166905,0.0462311499286443,-0.0612939557759091,
,,,-0.0100520835725,0.0371859249426052,-0.0655653125140816,
,,,-0.01000000024,0.0281406999565661,-0.0544597849948332,
,,,-0.0099479169075,0.0195979874697514,-0.0638567698188126,
,,,-0.009895833575,0.0105527624837123,-0.0621482271235436,
,,,-0.0098437502425,0.00201004999689758,-0.0416457147803158,
,,,-0.00979166691,-0.00703517498914152,-0.0424999861279503,
,,,-0.0097395835775,-0.016582912474405,-0.0442085288232192,
,,,-0.009687500245,-0.0251256249612197,-0.0578768703853711,
,,,-0.0096354169125,-0.0336683374480344,-0.0348115439992398,
,,,-0.00958333358,-0.0432160749332979,-0.0382286293897778,
,,,-0.0095312502475,-0.0527638124185614,-0.0518969709519297,
,,,-0.009479166915,-0.0623115499038249,-0.0407914434326813,
,,,-0.0094270835825,-0.0718592873890884,-0.0416457147803158,
,,,-0.00937500025,-0.0814070248743519,-0.0373743580421433,
,,,-0.0093229169175,-0.090452249860391,-0.0237060164799914,
,,,-0.009270833585,-0.0999999873456545,-0.0279773732181638,
,,,-0.0092187502525,-0.109045212331694,-0.0288316445657983,
,,,-0.00916666692,-0.119095462316182,-0.0356658153468743,
,,,-0.0091145835875,-0.128643199801445,-0.0219974737847224,
,,,-0.009062500255,-0.137688424787484,-0.0211432024370879,
,,,-0.0090104169225,-0.146231137274299,-0.0331030013039708,
,,,-0.00895833359,-0.155276362260338,-0.0279773732181638,
,,,-0.0089062502575,-0.164824099745601,-0.0237060164799914,
,,,-0.008854166925,-0.172864299733192,-0.0459170715184882,
,,,-0.0088020835925,-0.181407012220006,-0.0237060164799914,
,,,-0.00875000026,-0.189447212207597,-0.0143090316560119,
,,,-0.0086979169275,-0.197989924694411,-0.005766318179667,
,,,-0.008645833595,-0.206030124682002,-0.0185803883941844,
,,,-0.0085937502625,-0.214572837168816,-0.0134547603083774,
,,,-0.00854166693,-0.223115549655631,0.00875629473011941,
,,,-0.0084895835975,-0.231155749643221,-0.0151633030036464,
,,,-0.008437500265,-0.239698462130036,-0.0143090316560119,
,,,-0.0083854169325,-0.247738662117627,-0.0279773732181638,
,,,-0.0083333336,-0.255276349605992,-0.0160175743512809,
,,,-0.0082812502675,-0.262814037094358,-0.00747486087493598,
,,,-0.008229166935,-0.270351724582724,-0.00747486087493598,
,,,-0.0081770836025,-0.27788941207109,0.00363066664431244,
,,,-0.00812500027,-0.285929612058681,0.00533920933958143,
,,,-0.0080729169375,-0.293467299547046,0.0164447368588299,
,,,-0.008020833605,-0.301004987035412,0.0096105660777539,
,,,-0.0079687502725,-0.308040162024554,0.0104648374253884,
,,,-0.00791666694,-0.31557784951292,0.0215703649446368,
,,,-0.0078645836075,-0.322613024502061,0.0284045357257128,
,,,-0.007812500275,-0.329648199491203,0.0608668469358236,
,,,-0.0077604169425,-0.336683374480344,0.0523241334594786,
,,,-0.00770833361,-0.343718549469486,0.0976005148841068,
,,,-0.0076562502775,-0.351256236957852,0.144585439004004,
,,,-0.007604166945,-0.358793924446218,0.195841719862074,
,,,-0.0075520836125,-0.365829099435359,0.289811568101868,
,,,-0.00750000028,-0.372864274424501,0.451268852804787,
,,,-0.0074479169475,-0.379396936914418,0.685339202056639,
,,,-0.007395833615,-0.386432111903559,0.974937188904732,
,,,-0.0073437502825,-0.392964774393477,1.01081658550538,
,,,-0.00729166695,-0.398994924384169,0.796394477249123,
,,,-0.0072395836175,-0.406030099373311,0.477751264581457,
,,,-0.007187500285,-0.412562761863228,0.182173378299922,
,,,-0.0071354169525,-0.418592911853921,0.00790202338248491,
,,,-0.00708333362,-0.423618036846165,-0.0946105383336544,
,,,-0.0070312502875,-0.430150699336082,-0.154409532668069,
,,,-0.006979166955,-0.43567833682755,-0.196268828702159,
,,,-0.0069270836225,-0.442210999317467,-0.213354255654849,
,,,-0.00687500029,-0.447738636808936,-0.217625612393022,
,,,-0.0068229169575,-0.453768786799628,-0.227876868564636,
,,,-0.006770833625,-0.459296424291097,-0.19456028600689,
,,,-0.0067187502925,-0.465326574281789,-0.209937170264311,
,,,-0.00666666696,-0.470351699274033,-0.219334155088291,
,,,-0.0066145836275,-0.475376824266277,-0.215062798350118,
,,,-0.006562500295,-0.481909486756194,-0.195414557354525,
,,,-0.0065104169625,-0.487437124247663,-0.199685914092697,
,,,-0.00645833363,-0.492964761739131,-0.208228627569042,
,,,-0.0064062502975,-0.497989886731375,-0.167223602882586,
,,,-0.006354166965,-0.502512499224395,-0.180037673097104,
,,,-0.0063020836325,-0.507035111717414,-0.171494959620759,
,,,-0.0062500003,-0.511557724210434,-0.178329130401835,
,,,-0.0061979169675,-0.516582849202678,-0.168932145577855,
,,,-0.006145833635,-0.520602949196473,-0.161243703449145,
,,,-0.0060937503025,-0.524120536691044,-0.144158276496455,
,,,-0.00604166697,-0.527638124185614,-0.119384407415055,
,,,-0.0059895836375,-0.531155711680185,-0.130489934934303,
,,,-0.005937500305,-0.534673299174756,-0.139886919758283,
,,,-0.0058854169725,-0.537688374170102,-0.113404507981613,
,,,-0.00583333364,-0.540200936666224,-0.109133151243441,
,,,-0.0057812503075,-0.543216011661571,-0.11084169393871,
,,,-0.005729166975,-0.545728574157692,-0.0954648096812889,
,,,-0.0056770836425,-0.54773862415459,-0.0988818950718269,
,,,-0.00562500031,-0.549748674151488,-0.0937562669860199,
,,,-0.0055729169775,-0.551256211649161,-0.0946105383336544,
,,,-0.005520833645,-0.552763749146834,-0.0963190810289234,
,,,-0.0054687503125,-0.554271286644507,-0.0894849102478474,
,,,-0.00541666698,-0.55577882414218,-0.0792336540762335,
,,,-0.0053645836475,-0.556783849140629,-0.086922096204944,
,,,-0.005312500315,-0.557286361639854,-0.0792336540762335,
,,,-0.0052604169825,-0.557788874139078,-0.0775251113809645,
,,,-0.00520833365,-0.557788874139078,-0.0698366692522541,
,,,-0.0051562503175,-0.558291386638302,-0.0681281265569851,
,,,-0.005104166985,-0.557788874139078,-0.0638567698188126,
,,,-0.0050520836525,-0.557286361639854,-0.0612939557759091,
,,,-0.00500000032,-0.556783849140629,-0.0715452119475231,
,,,-0.0049479169875,-0.55577882414218,-0.0578768703853711,
,,,-0.004895833655,-0.554773799143732,-0.0553140563424677,
,,,-0.0048437503225,-0.553768774145283,-0.0553140563424677,
,,,-0.00479166699,-0.552763749146834,-0.0501884282566607,
,,,-0.0047395836575,-0.551256211649161,-0.0373743580421433,
,,,-0.004687500325,-0.550251186650712,-0.0373743580421433,
,,,-0.0046354169925,-0.548743649153039,-0.0416457147803158,
,,,-0.00458333366,-0.546733599156141,-0.0433542574755847,
,,,-0.0045312503275,-0.545226061658468,-0.0365200866945088,
,,,-0.004479166995,-0.543718524160795,-0.0459170715184882,
,,,-0.0044270836625,-0.541708474163897,-0.0322487299563363,
,,,-0.00437500033,-0.540703449165449,-0.0322487299563363,
