Description	
Number of Runs	780
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	1020
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
523	1020	7	1	05/11/23 03:20:27 PM	
524	1020	7	1	05/11/23 03:20:29 PM	
525	1020	5	1	05/11/23 03:20:30 PM	
526	1020	7	1	05/11/23 03:20:31 PM	
527	1020	7	1	05/11/23 03:20:32 PM	
528	1020	5	1	05/11/23 03:20:33 PM	
529	1020	4	1	05/11/23 03:20:34 PM	
530	1020	8	1	05/11/23 03:20:35 PM	
531	1020	4	1	05/11/23 03:20:37 PM	
532	1020	8	1	05/11/23 03:20:38 PM	
533	1020	0	1	05/11/23 03:20:39 PM	
534	1020	8	1	05/11/23 03:20:40 PM	
535	1020	6	1	05/11/23 03:20:41 PM	
536	1020	6	1	05/11/23 03:20:42 PM	
537	1020	4	1	05/11/23 03:20:43 PM	
538	1020	1	1	05/11/23 03:20:45 PM	
539	1020	8	1	05/11/23 03:20:46 PM	
540	1020	2	1	05/11/23 03:20:47 PM	
541	1020	2	1	05/11/23 03:20:48 PM	
542	1020	4	1	05/11/23 03:20:49 PM	
543	1020	9	1	05/11/23 03:20:50 PM	
544	1020	5	1	05/11/23 03:20:52 PM	
545	1020	8	1	05/11/23 03:20:53 PM	
546	1020	5	1	05/11/23 03:20:54 PM	
547	1020	10	1	05/11/23 03:20:55 PM	
548	1020	5	1	05/11/23 03:20:56 PM	
549	1020	3	1	05/11/23 03:20:57 PM	
550	1020	3	1	05/11/23 03:20:58 PM	
551	1020	5	1	05/11/23 03:21:00 PM	
552	1020	7	1	05/11/23 03:21:01 PM	
553	1020	5	1	05/11/23 03:21:02 PM	
554	1020	2	1	05/11/23 03:21:03 PM	
555	1020	4	1	05/11/23 03:21:04 PM	
556	1020	7	1	05/11/23 03:21:05 PM	
557	1020	6	1	05/11/23 03:21:06 PM	
558	1020	7	1	05/11/23 03:21:08 PM	
559	1020	5	1	05/11/23 03:21:09 PM	
560	1020	3	1	05/11/23 03:21:10 PM	
561	1020	6	1	05/11/23 03:21:11 PM	
562	1020	6	1	05/11/23 03:21:12 PM	
563	1020	3	1	05/11/23 03:21:13 PM	
564	1020	4	1	05/11/23 03:21:14 PM	
565	1020	8	1	05/11/23 03:21:16 PM	
566	1020	5	1	05/11/23 03:21:17 PM	
567	1020	8	1	05/11/23 03:21:18 PM	
568	1020	6	1	05/11/23 03:21:19 PM	
569	1020	8	1	05/11/23 03:21:20 PM	
570	1020	10	1	05/11/23 03:21:21 PM	
571	1020	6	1	05/11/23 03:21:23 PM	
572	1020	8	1	05/11/23 03:21:24 PM	
573	1020	11	1	05/11/23 03:21:25 PM	
574	1020	7	1	05/11/23 03:21:26 PM	
575	1020	2	1	05/11/23 03:21:27 PM	
576	1020	9	1	05/11/23 03:21:28 PM	
577	1020	9	1	05/11/23 03:21:30 PM	
578	1020	7	1	05/11/23 03:21:31 PM	
579	1020	4	1	05/11/23 03:21:32 PM	
580	1020	5	1	05/11/23 03:21:33 PM	
581	1020	3	1	05/11/23 03:21:34 PM	
582	1020	3	1	05/11/23 03:21:35 PM	
583	1020	13	1	05/11/23 03:21:36 PM	
584	1020	7	1	05/11/23 03:21:38 PM	
585	1020	8	1	05/11/23 03:21:39 PM	
586	1020	2	1	05/11/23 03:21:40 PM	
587	1020	5	1	05/11/23 03:21:41 PM	
588	1020	4	1	05/11/23 03:21:42 PM	
589	1020	4	1	05/11/23 03:21:43 PM	
590	1020	4	1	05/11/23 03:21:44 PM	
591	1020	10	1	05/11/23 03:21:46 PM	
592	1020	7	1	05/11/23 03:21:47 PM	
593	1020	4	1	05/11/23 03:21:48 PM	
594	1020	4	1	05/11/23 03:21:49 PM	
595	1020	7	1	05/11/23 03:21:50 PM	
596	1020	5	1	05/11/23 03:21:51 PM	
597	1020	6	1	05/11/23 03:21:52 PM	
598	1020	9	1	05/11/23 03:21:54 PM	
599	1020	2	1	05/11/23 03:21:55 PM	
600	1020	3	1	05/11/23 03:21:56 PM	
601	1020	5	1	05/11/23 03:21:57 PM	
602	1020	6	1	05/11/23 03:21:58 PM	
603	1020	1	1	05/11/23 03:21:59 PM	
604	1020	7	1	05/11/23 03:22:00 PM	
605	1020	9	1	05/11/23 03:22:02 PM	
606	1020	4	1	05/11/23 03:22:03 PM	
607	1020	6	1	05/11/23 03:22:04 PM	
608	1020	9	1	05/11/23 03:22:05 PM	
609	1020	6	1	05/11/23 03:22:06 PM	
610	1020	5	1	05/11/23 03:22:07 PM	
611	1020	3	1	05/11/23 03:22:08 PM	
612	1020	7	1	05/11/23 03:22:10 PM	
613	1020	10	1	05/11/23 03:22:11 PM	
614	1020	7	1	05/11/23 03:22:12 PM	
615	1020	3	1	05/11/23 03:22:13 PM	
616	1020	7	1	05/11/23 03:22:14 PM	
617	1020	6	1	05/11/23 03:22:15 PM	
618	1020	6	1	05/11/23 03:22:17 PM	
619	1020	5	1	05/11/23 03:22:18 PM	
620	1020	6	1	05/11/23 03:22:19 PM	
621	1020	7	1	05/11/23 03:22:20 PM	
622	1020	10	1	05/11/23 03:22:21 PM	
623	1020	4	1	05/11/23 03:22:23 PM	
624	1020	11	1	05/11/23 03:22:24 PM	
625	1020	13	1	05/11/23 03:22:25 PM	
626	1020	6	1	05/11/23 03:22:26 PM	
627	1020	9	1	05/11/23 03:22:27 PM	
628	1020	3	1	05/11/23 03:22:28 PM	
629	1020	4	1	05/11/23 03:22:29 PM	
630	1020	3	1	05/11/23 03:22:31 PM	
631	1020	7	1	05/11/23 03:22:32 PM	
632	1020	8	1	05/11/23 03:22:33 PM	
633	1020	3	1	05/11/23 03:22:34 PM	
634	1020	6	1	05/11/23 03:22:35 PM	
635	1020	3	1	05/11/23 03:22:36 PM	
636	1020	4	1	05/11/23 03:22:37 PM	
637	1020	7	1	05/11/23 03:22:39 PM	
638	1020	9	1	05/11/23 03:22:40 PM	
639	1020	2	1	05/11/23 03:22:41 PM	
640	1020	6	1	05/11/23 03:22:42 PM	
641	1020	6	1	05/11/23 03:22:43 PM	
642	1020	3	1	05/11/23 03:22:44 PM	
643	1020	9	1	05/11/23 03:22:45 PM	
644	1020	9	1	05/11/23 03:22:47 PM	
645	1020	3	1	05/11/23 03:22:48 PM	
646	1020	7	1	05/11/23 03:22:49 PM	
647	1020	5	1	05/11/23 03:22:50 PM	
648	1020	3	1	05/11/23 03:22:51 PM	
649	1020	7	1	05/11/23 03:22:52 PM	
650	1020	7	1	05/11/23 03:22:53 PM	
651	1020	5	1	05/11/23 03:22:55 PM	
652	1020	4	1	05/11/23 03:22:56 PM	
653	1020	4	1	05/11/23 03:22:57 PM	
654	1020	4	1	05/11/23 03:22:58 PM	
655	1020	10	1	05/11/23 03:22:59 PM	
656	1020	5	1	05/11/23 03:23:00 PM	
657	1020	5	1	05/11/23 03:23:01 PM	
658	1020	5	1	05/11/23 03:23:03 PM	
659	1020	8	1	05/11/23 03:23:04 PM	
660	1020	4	1	05/11/23 03:23:05 PM	
661	1020	10	1	05/11/23 03:23:06 PM	
662	1020	8	1	05/11/23 03:23:07 PM	
663	1020	7	1	05/11/23 03:23:08 PM	
664	1020	7	1	05/11/23 03:23:09 PM	
665	1020	6	1	05/11/23 03:23:11 PM	
666	1020	8	1	05/11/23 03:23:12 PM	
667	1020	2	1	05/11/23 03:23:13 PM	
668	1020	8	1	05/11/23 03:23:14 PM	
669	1020	5	1	05/11/23 03:23:15 PM	
670	1020	4	1	05/11/23 03:23:16 PM	
671	1020	9	1	05/11/23 03:23:18 PM	
672	1020	7	1	05/11/23 03:23:19 PM	
673	1020	4	1	05/11/23 03:23:20 PM	
674	1020	10	1	05/11/23 03:23:21 PM	
675	1020	5	1	05/11/23 03:23:22 PM	
676	1020	4	1	05/11/23 03:23:23 PM	
677	1020	6	1	05/11/23 03:23:24 PM	
678	1020	10	1	05/11/23 03:23:26 PM	
679	1020	4	1	05/11/23 03:23:27 PM	
680	1020	10	1	05/11/23 03:23:28 PM	
681	1020	2	1	05/11/23 03:23:29 PM	
682	1020	6	1	05/11/23 03:23:30 PM	
683	1020	4	1	05/11/23 03:23:31 PM	
684	1020	6	1	05/11/23 03:23:32 PM	
685	1020	3	1	05/11/23 03:23:34 PM	
686	1020	7	1	05/11/23 03:23:35 PM	
687	1020	3	1	05/11/23 03:23:36 PM	
688	1020	3	1	05/11/23 03:23:37 PM	
689	1020	6	1	05/11/23 03:23:38 PM	
690	1020	8	1	05/11/23 03:23:39 PM	
691	1020	8	1	05/11/23 03:23:40 PM	
692	1020	5	1	05/11/23 03:23:42 PM	
693	1020	3	1	05/11/23 03:23:43 PM	
694	1020	9	1	05/11/23 03:23:44 PM	
695	1020	6	1	05/11/23 03:23:45 PM	
696	1020	6	1	05/11/23 03:23:46 PM	
697	1020	4	1	05/11/23 03:23:47 PM	
698	1020	7	1	05/11/23 03:23:48 PM	
699	1020	4	1	05/11/23 03:23:50 PM	
700	1020	11	1	05/11/23 03:23:51 PM	
701	1020	3	1	05/11/23 03:23:52 PM	
702	1020	6	1	05/11/23 03:23:53 PM	
703	1020	9	1	05/11/23 03:23:54 PM	
704	1020	7	1	05/11/23 03:23:55 PM	
705	1020	5	1	05/11/23 03:23:56 PM	
706	1020	6	1	05/11/23 03:23:58 PM	
707	1020	7	1	05/11/23 03:23:59 PM	
708	1020	5	1	05/11/23 03:24:00 PM	
709	1020	7	1	05/11/23 03:24:01 PM	
710	1020	3	1	05/11/23 03:24:02 PM	
711	1020	7	1	05/11/23 03:24:03 PM	
712	1020	6	1	05/11/23 03:24:05 PM	
713	1020	5	1	05/11/23 03:24:06 PM	
714	1020	3	1	05/11/23 03:24:07 PM	
715	1020	4	1	05/11/23 03:24:08 PM	
716	1020	5	1	05/11/23 03:24:09 PM	
717	1020	5	1	05/11/23 03:24:10 PM	
718	1020	7	1	05/11/23 03:24:12 PM	
719	1020	8	1	05/11/23 03:24:13 PM	
720	1020	10	1	05/11/23 03:24:14 PM	
721	1020	2	1	05/11/23 03:24:15 PM	
722	1020	3	1	05/11/23 03:24:16 PM	
723	1020	4	1	05/11/23 03:24:17 PM	
724	1020	6	1	05/11/23 03:24:18 PM	
725	1020	7	1	05/11/23 03:24:20 PM	
726	1020	8	1	05/11/23 03:24:21 PM	
727	1020	6	1	05/11/23 03:24:22 PM	
728	1020	4	1	05/11/23 03:24:23 PM	
729	1020	4	1	05/11/23 03:24:24 PM	
730	1020	6	1	05/11/23 03:24:25 PM	
731	1020	7	1	05/11/23 03:24:27 PM	
732	1020	9	1	05/11/23 03:24:28 PM	
733	1020	5	1	05/11/23 03:24:29 PM	
734	1020	8	1	05/11/23 03:24:30 PM	
735	1020	7	1	05/11/23 03:24:31 PM	
736	1020	6	1	05/11/23 03:24:32 PM	
737	1020	8	1	05/11/23 03:24:33 PM	
738	1020	5	1	05/11/23 03:24:35 PM	
739	1020	6	1	05/11/23 03:24:36 PM	
740	1020	5	1	05/11/23 03:24:37 PM	
741	1020	4	1	05/11/23 03:24:38 PM	
742	1020	4	1	05/11/23 03:24:39 PM	
743	1020	4	1	05/11/23 03:24:40 PM	
744	1020	7	1	05/11/23 03:24:41 PM	
745	1020	5	1	05/11/23 03:24:43 PM	
746	1020	9	1	05/11/23 03:24:44 PM	
747	1020	5	1	05/11/23 03:24:45 PM	
748	1020	8	1	05/11/23 03:24:46 PM	
749	1020	6	1	05/11/23 03:24:47 PM	
750	1020	6	1	05/11/23 03:24:48 PM	
751	1020	7	1	05/11/23 03:24:49 PM	
752	1020	6	1	05/11/23 03:24:51 PM	
753	1020	5	1	05/11/23 03:24:52 PM	
754	1020	7	1	05/11/23 03:24:53 PM	
755	1020	5	1	05/11/23 03:24:54 PM	
756	1020	7	1	05/11/23 03:24:55 PM	
757	1020	6	1	05/11/23 03:24:56 PM	
758	1020	3	1	05/11/23 03:24:57 PM	
759	1020	6	1	05/11/23 03:24:59 PM	
760	1020	8	1	05/11/23 03:25:00 PM	
761	1020	5	1	05/11/23 03:25:01 PM	
762	1020	7	1	05/11/23 03:25:02 PM	
763	1020	7	1	05/11/23 03:25:03 PM	
764	1020	10	1	05/11/23 03:25:04 PM	
765	1020	11	1	05/11/23 03:25:06 PM	
766	1020	3	1	05/11/23 03:25:07 PM	
767	1020	7	1	05/11/23 03:25:08 PM	
768	1020	8	1	05/11/23 03:25:09 PM	
769	1020	5	1	05/11/23 03:25:10 PM	
770	1020	5	1	05/11/23 03:25:11 PM	
771	1020	5	1	05/11/23 03:25:12 PM	
772	1020	9	1	05/11/23 03:25:14 PM	
773	1020	5	1	05/11/23 03:25:15 PM	
774	1020	11	1	05/11/23 03:25:16 PM	
775	1020	6	1	05/11/23 03:25:17 PM	
776	1020	11	1	05/11/23 03:25:18 PM	
777	1020	1	1	05/11/23 03:25:19 PM	
778	1020	6	1	05/11/23 03:25:20 PM	
779	1020	5	1	05/11/23 03:25:22 PM	
780	1020	5	1	05/11/23 03:25:23 PM	
